Date,confirmed,death,recovered,High,Low,Open,Close,Volume,Adj Close
2020-01-22,1,0,0,58.970001220703125,58.02000045776367,58.95000076293945,58.18000030517578,169600.0,54.88725280761719
2020-01-23,1,0,0,57.97999954223633,57.02000045776367,57.599998474121094,57.77000045776367,227900.0,54.500457763671875
2020-01-24,2,0,0,57.79999923706055,56.84000015258789,57.72999954223633,57.15999984741211,146200.0,53.92498016357422
2020-01-27,5,0,0,55.689998626708984,54.81999969482422,55.13999938964844,55.279998779296875,230600.0,52.1513786315918
2020-01-28,5,0,0,56.09000015258789,55.15999984741211,55.4900016784668,55.5,174400.0,52.35892868041992
2020-01-29,5,0,0,55.900001525878906,54.939998626708984,55.79999923706055,55.22999954223633,214500.0,52.104209899902344
2020-01-30,5,0,0,54.560001373291016,53.84000015258789,54.5,54.540000915527344,278200.0,51.45326232910156
2020-01-31,7,0,0,53.68000030517578,52.31999969482422,53.380001068115234,52.43000030517578,291900.0,49.46268081665039
2020-02-03,11,0,0,52.810001373291016,51.720001220703125,52.13999938964844,51.86000061035156,247500.0,48.9249382019043
2020-02-04,11,0,0,53.150001525878906,52.560001373291016,52.970001220703125,52.75,401400.0,49.76456832885742
2020-02-05,11,0,0,54.150001525878906,53.56999969482422,53.56999969482422,53.79999923706055,225100.0,50.75514221191406
2020-02-06,11,0,0,54.84000015258789,54.13999938964844,54.75,54.5099983215332,227200.0,51.424957275390625
2020-02-07,11,0,0,53.9900016784668,53.27000045776367,53.93000030517578,53.630001068115234,137200.0,50.594764709472656
2020-02-10,11,0,3,53.79999923706055,53.43000030517578,53.70000076293945,53.709999084472656,146100.0,50.67023468017578
2020-02-11,12,0,3,54.63999938964844,54.150001525878906,54.5,54.40999984741211,148600.0,51.33061981201172
2020-02-12,12,0,3,55.13999938964844,54.810001373291016,54.90999984741211,55.09000015258789,248800.0,51.97213363647461
2020-02-13,13,0,3,54.5099983215332,53.900001525878906,54.5099983215332,54.400001525878906,164500.0,51.32118606567383
2020-02-14,13,0,3,54.7400016784668,54.06999969482422,54.630001068115234,54.31999969482422,98400.0,51.24571228027344
2020-02-18,13,0,3,54.5,53.900001525878906,53.900001525878906,54.29999923706055,157700.0,51.226844787597656
2020-02-19,13,0,3,54.650001525878906,54.189998626708984,54.560001373291016,54.599998474121094,125400.0,51.509864807128906
2020-02-20,13,0,3,54.529998779296875,53.970001220703125,54.220001220703125,54.040000915527344,111800.0,50.98155975341797
2020-02-21,15,0,5,54.08000183105469,53.40999984741211,53.959999084472656,53.900001525878906,204800.0,50.849483489990234
2020-02-24,15,0,5,52.45000076293945,51.900001525878906,52.0,52.13999938964844,172300.0,49.189090728759766
2020-02-25,15,0,6,52.279998779296875,51.099998474121094,52.279998779296875,51.41999816894531,332300.0,48.50983810424805
2020-02-26,15,0,6,52.5099983215332,51.540000915527344,51.959999084472656,51.75,229900.0,48.821163177490234
2020-02-27,16,0,6,52.40999984741211,51.13999938964844,51.650001525878906,51.58000183105469,347100.0,48.66078567504883
2020-02-28,16,0,7,51.59000015258789,50.22999954223633,50.77000045776367,51.540000915527344,382500.0,48.623050689697266
2020-03-02,53,6,7,52.709999084472656,51.2400016784668,51.880001068115234,52.66999816894531,317000.0,49.68909454345703
2020-03-03,73,7,7,52.68000030517578,51.2599983215332,52.060001373291016,51.7400016784668,222000.0,48.81173324584961
2020-03-04,104,11,7,52.220001220703125,51.619998931884766,51.90999984741211,52.06999969482422,197800.0,49.12305450439453
2020-03-05,174,12,7,51.61000061035156,50.86000061035156,51.439998626708984,51.25,311900.0,48.34946060180664
2020-03-06,222,14,7,50.5,49.060001373291016,50.2400016784668,49.439998626708984,442300.0,46.64189910888672
2020-03-09,519,22,7,47.4900016784668,45.5099983215332,46.540000915527344,46.83000183105469,1103800.0,44.17961883544922
2020-03-10,711,28,8,50.029998779296875,48.5099983215332,49.0,49.959999084472656,511300.0,47.132469177246094
