Date,confirmed,High,Volume,adjusted_close,first_diff_adj_stock
2020-01-23,1,57.97999954223633,227900.0,54.50045776367188,-0.3867950439453054
2020-01-24,2,57.79999923706055,146200.0,53.92498016357422,-0.5754776000976634
2020-01-27,5,55.68999862670898,230600.0,52.1513786315918,-1.7736015319824219
2020-01-28,5,56.09000015258789,174400.0,52.35892868041992,0.207550048828125
2020-01-29,5,55.9000015258789,214500.0,52.104209899902344,-0.2547187805175781
2020-01-30,5,54.56000137329102,278200.0,51.45326232910156,-0.6509475708007812
2020-01-31,7,53.68000030517578,291900.0,49.46268081665039,-1.9905815124511719
2020-02-03,11,52.81000137329102,247500.0,48.9249382019043,-0.5377426147460938
2020-02-04,11,53.1500015258789,401400.0,49.76456832885742,0.839630126953125
2020-02-05,11,54.1500015258789,225100.0,50.75514221191406,0.9905738830566406
2020-02-06,11,54.84000015258789,227200.0,51.42495727539063,0.6698150634765696
2020-02-07,11,53.9900016784668,137200.0,50.594764709472656,-0.8301925659179759
2020-02-10,11,53.79999923706055,146100.0,50.67023468017578,0.075469970703125
2020-02-11,12,54.63999938964844,148600.0,51.33061981201172,0.6603851318359375
2020-02-12,12,55.13999938964844,248800.0,51.97213363647461,0.6415138244628906
2020-02-13,13,54.5099983215332,164500.0,51.32118606567383,-0.6509475708007812
2020-02-14,13,54.7400016784668,98400.0,51.24571228027344,-0.07547378540039062
2020-02-18,13,54.5,157700.0,51.226844787597656,-0.01886749267578125
2020-02-19,13,54.6500015258789,125400.0,51.5098648071289,0.2830200195312429
2020-02-20,13,54.52999877929688,111800.0,50.98155975341797,-0.5283050537109304
2020-02-21,15,54.08000183105469,204800.0,50.84948348999024,-0.13207626342772727
2020-02-24,15,52.45000076293945,172300.0,49.18909072875977,-1.6603927612304688
2020-02-25,15,52.27999877929688,332300.0,48.50983810424805,-0.6792526245117259
2020-02-26,15,52.5099983215332,229900.0,48.82116317749024,0.3113250732421946
2020-02-27,16,52.40999984741211,347100.0,48.66078567504883,-0.16037750244141336
2020-02-28,16,51.59000015258789,382500.0,48.62305068969727,-0.037734985351555395
2020-03-02,53,52.709999084472656,317000.0,49.68909454345703,1.0660438537597585
2020-03-03,73,52.68000030517578,222000.0,48.81173324584961,-0.8773612976074219
2020-03-04,104,52.22000122070313,197800.0,49.12305450439453,0.3113212585449219
2020-03-05,174,51.61000061035156,311900.0,48.34946060180664,-0.7735939025878906
2020-03-06,222,50.5,442300.0,46.64189910888672,-1.7075614929199219
2020-03-09,519,47.4900016784668,1103800.0,44.17961883544922,-2.4622802734375
2020-03-10,711,50.02999877929688,511300.0,47.1324691772461,2.952850341796882
2020-03-11,1109,49.08000183105469,317000.0,45.59472274780274,-1.5377464294433594
2020-03-12,1561,45.56000137329102,538700.0,42.50979232788086,-3.084930419921882
2020-03-13,2157,48.38999938964844,667400.0,45.02867889404297,2.5188865661621094
2020-03-16,4360,47.56999969482422,562200.0,43.14187240600586,-1.8868064880371094
2020-03-17,6141,48.31999969482422,620800.0,44.20792007446289,1.0660476684570312
2020-03-18,8917,44.68000030517578,606800.0,41.877708435058594,-2.330211639404297
2020-03-19,14157,43.22000122070313,682400.0,39.75505065917969,-2.1226577758789062
2020-03-20,19479,44.65999984741211,289600.0,40.77392959594727,1.0188789367675852
2020-03-23,43850,44.45000076293945,300800.0,41.44374465942383,0.6698150634765554
2020-03-24,54112,45.66999816894531,307400.0,42.53809356689453,1.0943489074707031
2020-03-25,66055,48.04999923706055,294900.0,44.472068786621094,1.9339752197265625
2020-03-26,84091,47.79999923706055,281800.0,44.71735763549805,0.24528884887695312
2020-03-27,102276,46.68999862670898,406600.0,42.93432235717773,-1.7830352783203196
2020-03-30,162707,48.02000045776367,390100.0,44.96264266967773,2.0283203125
2020-03-31,188724,49.31999969482422,223500.0,45.94378280639648,0.98114013671875
2020-04-01,214205,48.56999969482422,316500.0,44.83999633789063,-1.1037864685058452
2020-04-02,244610,53.0,527000.0,49.443809509277344,4.603813171386712
2020-04-03,276547,51.70000076293945,216500.0,48.61361312866211,-0.8301963806152344
2020-04-06,367215,52.209999084472656,239400.0,48.745689392089844,0.13207626342773438
2020-04-07,397992,52.84000015258789,202400.0,47.98153686523438,-0.7641525268554616
2020-04-08,429686,51.5099983215332,175400.0,48.283424377441406,0.30188751220702414
2020-04-09,464442,51.959999084472656,258600.0,48.11360931396485,-0.1698150634765554
2020-04-13,581813,51.93000030517578,359200.0,48.85890197753906,0.7452926635742116
2020-04-14,608878,52.52999877929688,172800.0,48.849464416503906,-0.00943756103515625
2020-04-15,637974,50.16999816894531,205400.0,46.9532241821289,-1.896240234375007
2020-04-16,669272,50.0099983215332,271800.0,46.58529663085938,-0.36792755126951704
2020-04-17,701996,50.47000122070313,275100.0,47.39662551879883,0.811328887939446
2020-04-20,783716,50.29999923706055,259600.0,46.43435287475586,-0.9622726440429688
2020-04-21,809318,48.63000106811523,234800.0,45.66076278686523,-0.7735900878906321
2020-04-22,837422,49.81000137329102,294700.0,46.255104064941406,0.594341278076179
2020-04-23,871617,49.84000015258789,159200.0,46.08528900146485,-0.1698150634765554
2020-04-24,907908,49.02999877929688,151300.0,45.94378280639648,-0.14150619506837359
2020-04-27,990983,49.56000137329102,158400.0,46.604164123535156,0.660381317138679
2020-04-28,1015518,50.5,235500.0,46.63246536254883,0.028301239013671875
2020-04-29,1043038,51.33000183105469,204100.0,48.13248062133789,1.5000152587890625
2020-04-30,1072667,50.790000915527344,175100.0,46.86831665039063,-1.2641639709472585
2020-05-01,1106829,49.0099983215332,329700.0,45.41547393798828,-1.4528427124023509
2020-05-04,1184086,47.79999923706055,354500.0,43.83999252319336,-1.5754814147949219
2020-05-05,1208271,47.790000915527344,172000.0,44.5947151184082,0.7547225952148438
2020-05-06,1233527,47.52000045776367,134200.0,44.21735000610352,-0.3773651123046804
2020-05-07,1261409,47.77999877929688,104100.0,44.415470123291016,0.1981201171874929
2020-05-08,1288587,48.11000061035156,118200.0,45.29283142089844,0.8773612976074219
2020-05-11,1352962,48.349998474121094,135000.0,45.50981903076172,0.21698760986328125
2020-05-12,1375152,48.15999984741211,105700.0,44.37773132324219,-1.1320877075195312
2020-05-13,1396110,47.45000076293945,159800.0,43.6701774597168,-0.7075538635253906
2020-05-14,1423727,46.13999938964844,160400.0,43.44375991821289,-0.22641754150390625
2020-05-15,1449027,45.849998474121094,165000.0,42.75507354736328,-0.6886863708496094
2020-05-18,1514901,48.61999893188477,198200.0,45.58528900146485,2.8302154541015696
2020-05-19,1535350,48.599998474121094,184700.0,45.10415267944336,-0.4811363220214915
2020-05-20,1559157,49.09000015258789,265300.0,45.69849395751953,0.5943412780761719
2020-05-21,1584512,47.599998474121094,241800.0,44.31169509887695,-1.3867988586425781
2020-05-22,1608653,45.43000030517578,465300.0,42.02865219116211,-2.2830429077148438
2020-05-26,1689163,45.72999954223633,215600.0,43.00036239624024,0.9717102050781321
2020-05-27,1707445,45.95000076293945,226000.0,42.943756103515625,-0.05660629272461648
2020-05-28,1730260,47.43000030517578,333900.0,44.27395629882813,1.330200195312507
2020-05-29,1754764,47.63000106811523,306200.0,44.83999633789063,0.5660400390625
2020-06-01,1816479,45.43999862670898,363500.0,44.88999938964844,0.050003051757805395
2020-06-02,1837374,45.33000183105469,277900.0,45.22999954223633,0.3400001525878906
2020-06-03,1857332,46.599998474121094,254000.0,46.540000915527344,1.3100013732910156
2020-06-04,1878683,45.7599983215332,239200.0,45.56999969482422,-0.970001220703125
2020-06-05,1903907,47.38000106811523,267600.0,47.31999969482422,1.75
2020-06-08,1961785,47.27000045776367,236400.0,46.97000122070313,-0.34999847412108664
2020-06-09,1979912,47.47999954223633,180000.0,47.43999862670898,0.46999740600584516
2020-06-10,2000706,46.7400016784668,174900.0,46.34000015258789,-1.0999984741210866
2020-06-11,2023656,45.16999816894531,247500.0,43.849998474121094,-2.490001678466797
2020-06-12,2048986,44.59000015258789,244300.0,44.11000061035156,0.26000213623046875
2020-06-15,2114026,44.09000015258789,154800.0,43.599998474121094,-0.5100021362304688
2020-06-16,2137731,45.02999877929688,113200.0,44.22999954223633,0.6300010681152344
2020-06-17,2163290,44.63000106811523,145000.0,44.36999893188477,0.1399993896484446
